Name,"Sub Category","Plan","AUM","CAGR 3Y","Expense Ratio","Volatility","Sharpe Ratio","Alpha","Sortino Ratio","Tracking Error","Time since inception","SEBI Risk Category","NAV"
Parag Parikh Flexi Cap Fund,"Flexi Cap Fund","Growth","98541.2823","22.89375767990327","0.62","11.697924846740982","0.8969096944508963","4.3999999999999995","0.0904","7.181627358753725","145","Very High","89.9176"
HDFC Balanced Advantage Fund,"Balanced Advantage Fund","Growth","97460.90019999999","22.873340354048956","0.77","11.308999404014488","0.3841630903665786","0","0.0341","0","149","Very High","556.912"
HDFC Flexi Cap Fund,"Flexi Cap Fund","Growth","74105.4645","26.690403515323435","0.74","13.490156784856135","0.8397614661319012","4.5600000000000005","0.0833","5.265574259280748","149","Very High","2132.618"
SBI Equity Hybrid Fund,"Aggressive Hybrid Fund","Growth","74035.6588","16.059865903477522","0.74","10.958172780167322","0.9175465546772","1.91","0.0889","2.6526302644733586","149","Very High","327.2213"
HDFC Liquid Fund,"Liquid Fund","Growth","73779.8465","6.963764159568342","0.2","0.11747135821126783","6.254556099356693","-0.21","0.3612","0.06667293303882768","149","Moderately Low","5150.8535"
HDFC Mid-Cap Opportunities Fund,"Mid Cap Fund","Growth","72610.0772","31.282560149103865","0.79","18.093764066108523","0.4905222930713751","4.1000000000000005","0.0467","4.440099850228596","149","Very High","207.48"
ICICI Pru Bluechip Fund,"Large Cap Fund","Growth","68033.75491458901","21.393979232013095","0.85","14.750592709447307","0.5063968009377626","2.6100000000000003","0.0495","2.6224686995272224","149","Very High","119.5"
SBI Liquid Fund,"Liquid Fund","Growth","67476.11690000001","6.953548158359135","0.21","0.09524704719832527","7.349897142137434","0","0.3361","0","149","Moderately Low","4101.3384"
Kotak Equity Arbitrage Fund,"Arbitrage Fund","Growth","63309.50889999999","7.591834275454001","0.44","0.9477081196233365","3.9479901063705825","0.74","0.6349","0.8492861708517336","149","Low","39.7846"
ICICI Pru Balanced Advantage Fund,"Balanced Advantage Fund","Growth","62527.9077382254","14.859273544851614","0.84","6.965734051770855","1.0445426176083004","0","0.1095","0","149","High","81.22"
Nippon India Small Cap Fund,"Small Cap Fund","Growth","58028.592800000006","29.587555092737606","0.68","20.417792017747658","0.18255684046345674","3.2099999999999995","0.017","4.103560283461181","149","Very High","185.1486"
ICICI Pru Multi-Asset Fund,"Multi Asset Allocation Fund","Growth","57484.5097011545","21.30809996012857","0.66","8.162671944896475","1.085816338060908","0","0.1069","0","149","High","821.564"
ICICI Pru Liquid Fund,"Liquid Fund","Growth","53192.6261170431","6.9820325369631675","0.2","0.10318430113151904","7.167340301673977","-0.15","0.3606","0.05397332674571765","150","Moderate","388.2105"
ICICI Pru Value Discovery Fund,"Value Fund","Growth","51111.8813232051","24.42707829800621","1","13.042495663024006","0.7651512791598797","4.24","0.0771","5.1592150565759525","149","Very High","509.55"
Kotak Flexicap Fund,"Flexi Cap Fund","Growth","50811.64690000001","20.753322521186313","0.65","17.300038672789146","0.3841630903665786","2.7199999999999998","0.0359","2.9494835615748056","149","Very High","94.031"
Kotak Emerging Equity Fund,"Mid Cap Fund","Growth","49645.8521","26.001070604407083","0.44","19.84313483298443","0.439723867898935","4.09","0.0416","4.3162786888707725","149","Very High","149.918"
SBI BlueChip Fund,"Large Cap Fund","Growth","49394.167199999996","17.98801715081901","0.82","14.206097089630214","0.5000469977912076","2.56","0.0508","3.0494929611330472","149","Very High","101.0965"
SBI Contra Fund,"Contra Fund","Growth","44068.5662","25.715938915026104","0.63","14.766467217313695","0.25557957664883946","2.56","0.0236","3.3939697818336567","149","Very High","412.5681"
Kotak Liquid Fund,"Liquid Fund","Growth","42664.50230000001","6.975891102748166","0.2","0.12064625978454534","7.48165555742845","0","0.4608","0","149","Moderate","5298.7179"
ICICI Pru Equity & Debt Fund,"Aggressive Hybrid Fund","Growth","42339.7067586158","21.7638263918551","0.98","11.68681269123451","0.7000657969076907","0.98","0.067","2.4986475381693998","149","Very High","428.71"
Aditya Birla SL Liquid Fund,"Liquid Fund","Growth","41051.4908","7.058837866376311","0.21","0.10635920270479655","7.346722240564155","0","0.3681","0","149","Moderate","423.4902"
Nippon India Multi Cap Fund,"Multi Cap Fund","Growth","40261.142","29.120071583907368","0.75","17.46513355459958","0.4111497537394374","3.27","0.0389","3.2542741126094463","149","Very High","322.8295"
Nippon India Large Cap Fund,"Large Cap Fund","Growth","39677.3798","24.24333049455205","0.68","16.112625484383354","0.46194817891187756","2.0500000000000003","0.0445","2.4795981287297346","149","Very High","99.4341"
Axis Liquid Fund,"Liquid Fund","Growth","39069.405801","7.034157889139792","0.09","0.1015968503448803","7.638813185305686","0","0.3659","0","150","Moderately Low","2916.1655"
Mirae Asset Large Cap Fund,"Large Cap Fund","Growth","38891.5512","16.156163840584227","0.55","15.447483604781718","0.5762446355498678","3.15","0.0574","2.365301672091744","149","Very High","125.046"
Mirae Asset Large & Midcap Fund,"Large & Mid Cap Fund","Growth","37798.8234","19.03887437921954","0.61","17.706426074168665","0.26986663372858827","2.02","0.0258","2.555795766488395","149","Very High","164.039"
HDFC Large Cap Fund,"Large Cap Fund","Growth","37315.1143","19.892678096923323","1.01","15.852283555374603","0.24287997035572942","1.1400000000000001","0.0233","2.1922695363481197","149","Very High","1214.316"
SBI Focused Equity Fund,"Focused Fund","Growth","36040.8209","18.230042170595095","0.77","13.633027355653622","0.5127466040843177","3.6700000000000004","0.0506","6.438700390606789","149","Very High","384.8333"
Nippon India Liquid Fund,"Liquid Fund","Growth","35392.1045","7.013839210275674","0.2","0.10318430113151904","7.2657622504455786","0","0.3682","0","149","Moderate","6418.8868"
Axis ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","34949.861006","16.81603854966005","0.8","15.236352650158764","0.4841724899248201","3.29","0.0498","4.968720962179302","149","Very High","107.1679"
SBI Balanced Advantage Fund,"Balanced Advantage Fund","Growth","34894.572","15.988344244411712","0.71","7.159403047740783","0.7588014760133247","0","0.0738","0","46","Very High","15.8856"
Nippon India Growth Fund,"Mid Cap Fund","Growth","34690.0335","30.31612951474607","0.74","20.366993592575216","0.4905222930713751","4.61","0.0461","3.444768207006097","149","Very High","4424.4691"
Axis Bluechip Fund,"Large Cap Fund","Growth","33218.096102999996","14.830165761827029","0.69","14.458501764705776","0.38257563957993984","1.67","0.039","3.2828482267689445","149","Very High","68.5"
HDFC Corp Bond Fund,"Corporate Bond Fund","Growth","32656.7095","8.468713680864903","0.36","0.9937441924358603","6.291067467449383","0","0.8287","0","149","Moderately Low","33.4234"
SBI Arbitrage Opportunities Fund,"Arbitrage Fund","Growth","31895.0163","7.469064416343585","0.4","0.9445332180500589","3.6558991616290517","0.7100000000000001","0.5652","0.847698720065095","149","Low","35.7078"
SBI Small Cap Fund,"Small Cap Fund","Growth","31790.245899999998","20.826783882001855","0.72","16.5936230727349","0.10318430113151904","3.0700000000000003","0.0099","7.492767712934921","149","Very High","192.4906"
ICICI Pru Corp Bond Fund,"Corporate Bond Fund","Growth","31133.0246070791","8.313077765895605","0.35","0.7508642220801309","7.392758313376679","0","0.9631","0","149","Moderate","31.2564"
HDFC Small Cap Fund,"Small Cap Fund","Growth","30880.4342","28.043692301189882","0.78","19.746300334999468","0.3476517222738872","4.7","0.0336","5.262399357707471","149","Very High","153.314"
HDFC Money Market Fund,"Money Market Fund","Growth","30273.1074","7.5274160921444455","0.23","0.38733799193985613","10.55496028036108","0","1.4648","0","150","Moderately Low","5805.6326"
SBI Large & Midcap Fund,"Large & Mid Cap Fund","Growth","30133.3077","21.49767353919252","0.75","15.017284441602616","0.46829798205843254","3.6799999999999997","0.0447","4.046412055142185","149","Very High","651.8942"
Tata Money Market Fund,"Money Market Fund","Growth","30065.1429916721","7.684881566470381","0.16","0.3841630903665786","10.848638675889248","0","1.5047","0","150","Moderately Low","4789.8831"
Aditya Birla SL Frontline Equity Fund,"Large Cap Fund","Growth","29220.1866","18.95129097475976","1.01","15.150630307680272","0.5349709150972602","2.8400000000000003","0.0531","2.0605111210571034","149","Very High","574.22"
Axis Midcap Fund,"Mid Cap Fund","Growth","28809.448199","23.01641968936121","0.55","18.17313660544046","0.3984501474463274","3.82","0.0384","4.775051966209373","149","Very High","127.93"
ICICI Pru Money Market Fund,"Money Market Fund","Growth","28644.0217122718","7.51546300853001","0.21","0.3905128935131336","10.443838725296366","0","1.466","0","150","Moderately Low","382.5281"
UTI Liquid Fund,"Liquid Fund","Growth","28564.8558","7.005032684300994","0.17","0.10635920270479655","7.038756787956237","0","0.3614","0","150","Moderately Low","4298.7979"
SBI Long Term Equity Fund,"Equity Linked Savings Scheme (ELSS)","Growth","28506.068900000002","28.931296091090395","0.94","15.334774598930368","0.41273720452607615","3.34","0.0396","3.5066787876850087","149","Very High","467.7877"
Motilal Oswal Midcap Fund,"Mid Cap Fund","Growth","27780.1838","34.43888217347899","0.7","20.224123021777732","0.7857881393861835","6.909999999999999","0.0789","8.848450684724417","136","Very High","114.5511"
SBI Savings Fund,"Money Market Fund","Growth","27207.3536","7.49013729538357","0.25","0.3714634840734685","10.613695959466712","0","1.4353","0","149","Moderate","44.2865"
ICICI Pru India Opp Fund,"Thematic Fund","Growth","27197.3342710779","28.209295860918825","0.64","13.193303487754687","0.8873849897310637","4.7","0.0908","5.527503639076143","77","Very High","38.44"
Aditya Birla SL Money Manager Fund,"Money Market Fund","Growth","27171.4756","7.577874674090279","0.22","0.3762258364333848","10.675606540145623","0","1.4607","0","149","Moderate","373.1871"
ICICI Pru Equity-Arbitrage Fund,"Arbitrage Fund","Growth","26917.7969190884","7.393109969829914","0.39","0.9731073322095565","3.7336842501743503","0.6799999999999999","0.5823","0.8524610724250111","149","Low","36.5518"
Quant Small Cap Fund,"Small Cap Fund","Growth","26221.5254","29.619275900875543","0.68","21.041660176896688","-0.08413489169185398","1.02","-0.0079","6.341865892621824","149","Very High","272.464"
Aditya Birla SL Corp Bond Fund,"Corporate Bond Fund","Growth","25884.3181","8.40074532479953","0.33","1.0239057573819967","6.062474554173403","0","0.753","0","149","Moderate","115.3502"
Kotak Equity Opp Fund,"Large & Mid Cap Fund","Growth","25712.243","23.32204225564709","0.57","17.935018987444646","0.17779448810354048","1.39","0.0165","3.0098066914670785","149","Very High","381.423"
ICICI Pru Asset Allocator Fund,"FoFs (Domestic) - Hybrid","Growth","25277.011327869903","16.314513686723252","0.25","6.383139613074432","1.344570816283025","0","0.142","0","149","High","131.8855"
UTI Flexi Cap Fund,"Flexi Cap Fund","Growth","25190.401299999998","13.94967792176165","1.07","14.699794284274867","0.6587920764550831","3.91","0.0696","7.146703441447673","149","Very High","340.9178"
Kotak Money Market Fund,"Money Market Fund","Growth","25007.897999999997","7.490820233715989","0.24","0.3809881887933011","10.637507721266294","0","1.4778","0","150","Moderate","4514.0771"
Mirae Asset ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","24774.0778","19.551594463586653","0.6","16.59203562194826","0.4730603344183488","3.19","0.0455","2.61294399480739","114","Very High","53.807"
HDFC Large and Mid Cap Fund,"Large & Mid Cap Fund","Growth","24326.3936","24.777217536916197","0.87","17.938193889017924","0.32542741126094465","2.44","0.0306","2.100197390723072","149","Very High","348.707"
Canara Rob Emerg Equities Fund,"Large & Mid Cap Fund","Growth","24040.577200000003","20.863351171905343","0.57","19.09544551247758","0.5270336611640665","4.12","0.0523","4.797276277222316","149","Very High","288.67"
HDFC Hybrid Equity Fund,"Aggressive Hybrid Fund","Growth","23850.7187","16.590027324087163","1.04","11.096280998604893","0.5778320863365066","0","0.0552","0","149","Very High","128.004"
Axis Small Cap Fund,"Small Cap Fund","Growth","23317.931999","23.911232219093858","0.56","17.915969578004983","0.5413207182438152","5.55","0.0524","6.765715252654371","139","Very High","119.46"
SBI Corp Bond Fund,"Corporate Bond Fund","Growth","22787.4889","8.12187159911093","0.36","1.0334304621018293","5.997389071921215","0","0.7676","0","76","Moderate","16.0446"
ICICI Pru Savings Fund,"Low Duration Fund","Growth","22637.81565492","7.82429301091665","0.42","0.4222619092459087","10.397802652483842","0","1.3936","0","149","Moderate","548.9206"
UTI Nifty 50 Index Fund,"Index Fund","Growth","22521.1068","15.992422538958472","0.17","15.576067118499457","0.43813641711229623","1.41","0.044","0.03333646651941384","149","Very High","172.208"
Aditya Birla SL Flexi Cap Fund,"Flexi Cap Fund","Growth","21667.6077","20.396181032781048","0.92","15.849108653801323","0.6191058067891142","3.9699999999999998","0.061","2.987582380454136","149","Very High","1968.03"
SBI Flexicap Fund,"Flexi Cap Fund","Growth","21660.9362","15.453511772923001","0.85","14.261657867162569","0.1523952755173204","1.87","0.0145","3.825756395799398","149","Very High","117.8615"
SBI Magnum Midcap Fund,"Mid Cap Fund","Growth","21512.1106","22.33063261765833","0.83","15.115706390374221","0.3778132872200236","3.27","0.0359","6.986370911997158","149","Very High","261.5838"
Tata Liquid Fund,"Liquid Fund","Growth","21425.348447696302","6.988484270825257","0.21","0.10635920270479655","7.134003835154563","-0.15","0.3625","0.05714822831899516","150","Moderately Low","4139.1173"
ICICI Pru Short Term Fund,"Short Duration Fund","Growth","20968.8440829149","8.678495054902747","0.45","0.7572140252266859","7.562615547547026","0","1.0025","0","149","Moderate","65.5508"
ICICI Pru Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","20352.469068231","25.74626279539649","0.78","14.598197433929986","0.6921285429744969","4.109999999999999","0.0676","5.184614269162172","149","Very High","1107.77"
SBI Multicap Fund,"Multi Cap Fund","Growth","20078.0343","19.968266679404078","0.86","14.966486016430176","0.7524516728667696","5.43","0.0731","5.857693402697004","39","Very High","17.0572"
Invesco India Arbitrage Fund,"Arbitrage Fund","Growth","20029.39","7.700661508569517","0.39","0.9794571353561115","3.7844826753467906","0.77","0.5871","0.9508830211966139","149","Low","34.2785"
HDFC Nifty 50 Index Fund,"Index Fund","Growth","19876.5565","15.956130894273013","0.2","15.577654569286096","0.43337406475238","1.39","0.0436","0.03174901573277509","149","Very High","239.5762"
HDFC Focused 30 Fund,"Focused Fund","Growth","18559.8217","27.308789806694843","0.65","12.864701174920466","0.9302461609703101","4.81","0.0928","5.971989859334994","149","Very High","256.191"
HDFC Arbitrage-WP,"Arbitrage Fund","Growth","18350.4286","7.348914983256316","0.42","0.969932430636279","3.6638364155622454","0.64","0.5828","0.8445238184918173","135","Low","20.038"
HDFC Arbitrage Fund,"Arbitrage Fund","Growth","18350.4286","7.350405051336106","0.42","0.9667575290630015","3.6733611202820775","0.64","0.5784","0.8413489169185399","150","Low","31.763"
HSBC Liquid Fund,"Liquid Fund","Growth","18232.561299999998","7.014900823619485","0.11","0.1015968503448803","7.407045370456428","0","0.3606","0","149","Moderately Low","2613.4737"
Franklin India Flexi Cap Fund,"Flexi Cap Fund","Growth","18224.566980728","23.18195739709157","0.99","15.911019234480236","0.5143340548709564","3.32","0.0497","2.9828200280942196","149","Very High","1808.37"
HDFC Low Duration Fund,"Low Duration Fund","Growth","18185.040800000002","7.75820663510689","0.45","0.4365489663256575","10.239057573819967","0","1.4553","0","149","Moderately Low","62.3618"
SBI Overnight Fund,"Overnight Fund","Growth","18082.8315","6.3799937535056195","0.08","0.012699606293110037","15.28238872297129","0","0.095","0.003174901573277509","149","Moderately Low","4192.2972"
Invesco India Contra Fund,"Contra Fund","Growth","18046.0235","24.40761294463374","0.59","17.682614312369083","0.5619575784701191","4.17","0.0537","3.451118010152652","149","Very High","154.79"
DSP Liquidity Fund,"Liquid Fund","Growth","17845.0733","6.9999464423502245","0.1","0.09365959641168652","8.24521938580169","-0.09","0.3612","0.04444862202588512","149","Moderately Low","3749.7868"
UTI Money Market Fund,"Money Market Fund","Growth","17803.7203","7.53282215573301","0.14","0.3841630903665786","10.607346156320157","0","1.4704","0","149","Moderate","3108.1122"
Nippon India Money Market Fund,"Money Market Fund","Growth","17771.7692","7.573650388996445","0.25","0.39210034429977236","10.45177597922956","0","1.4765","0","149","Moderate","4186.8539"
DSP Midcap Fund,"Mid Cap Fund","Growth","17657.921299999998","22.615593943682267","0.75","18.96686199875984","0.36670113171355223","3.36","0.0352","4.290879476284553","149","Very High","159.09"
Axis Money Market Fund,"Money Market Fund","Growth","17354.557401000002","7.570993411278915","0.16","0.38575054115321733","10.589884197667132","0","1.4811","0","70","Moderately Low","1438.0753"
Aditya Birla SL Savings Fund,"Ultra Short Duration Fund","Growth","17263.4268","7.511765256483827","0.33","0.3809881887933011","10.785140644423697","0","1.4286","0","149","Moderate","555.1268"
Kotak Balanced Advantage Fund,"Balanced Advantage Fund","Growth","16987.8682","14.623545928337855","0.57","9.126254572386198","0.873097932651315","0","0.0893","0","82","Very High","22.132"
Kotak Multicap Fund,"Multi Cap Fund","Growth","16786.9751","29.183784556318315","0.45","18.89701416414773","0.3365395667674159","2.98","0.0323","3.9987885315430227","45","Very High","19.515"
Kotak Bond Short Term Fund,"Short Duration Fund","Growth","16681.4337","8.205628766848783","0.38","0.8572234247849274","7.12447913043473","0","0.9568","0","149","Moderate","57.502"
ICICI Pru Flexicap Fund,"Flexi Cap Fund","Growth","16677.219354892","22.744072310516138","0.77","16.39042937204514","0.41432465531271495","2.8899999999999997","0.0423","5.673549111446908","47","Very High","19.14"
DSP ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","16637.9541","23.859772075635988","0.74","16.857139903316934","0.6238681591490305","4.26","0.0591","2.708191042005715","149","Very High","153.993"
HDFC ELSS Tax saver,"Equity Linked Savings Scheme (ELSS)","Growth","16232.403","25.674674431536502","1.06","14.110850042431888","0.6556171748818056","3.73","0.0658","5.005232330271993","149","Very High","1500.41"
HDFC Ultra Short Term Fund,"Ultra Short Duration Fund","Growth","16171.0532","7.321404127791942","0.37","0.3444768207006097","10.99785904983329","-0.06999999999999999","1.4404","0.06826038382546644","81","Moderately Low","15.3952"
HDFC Multi Cap Fund,"Multi Cap Fund","Growth","15944.8575","27.454970060743822","0.78","18.063602501162386","0.3238399604743059","2.76","0.0305","1.6922225385569123","42","Very High","19.419"
Aditya Birla SL Arbitrage Fund,"Arbitrage Fund","Growth","15895.766200000002","7.45915380155997","0.31","0.9254838086103938","4.021012842555965","0","0.6059","0","149","Low","28.441"
Kotak Small Cap Fund,"Small Cap Fund","Growth","15867.4874","21.13728501285095","0.57","18.538250286367372","0.27780388766178205","3.56","0.0258","6.627607034216799","149","Very High","301.813"
Canara Rob Bluechip Equity Fund,"Large Cap Fund","Growth","15621.3666","19.217400189374658","0.48","15.372873417809698","0.6095811020692816","2.85","0.0606","2.0271746545376894","149","Very High","71.86"
Mirae Asset Midcap Fund,"Mid Cap Fund","Growth","15414.9886","23.18446639786402","0.6","19.35896234305961","0.23494271642253567","2.41","0.0222","3.9527524587304983","71","Very High","37.357"
Kotak Corporate Bond Fund,"Corporate Bond Fund","Growth","15126.8479","8.194525412297615","0.34","0.9858069385026665","6.332341187901991","0","0.7812","0","149","Moderate","3951.8368"
SBI Magnum Ultra Short Duration Fund,"Ultra Short Duration Fund","Growth","15124.6801","7.220487453972502","0.35","0.3301897636208609","10.89626219948841","-0.06999999999999999","1.3791","0.0730227361853827","149","Moderately Low","6048.5855"
ICICI Pru Ultra Short Term Fund Fund,"Ultra Short Duration Fund","Growth","15092.3841693129","7.4530358003974895","0.39","0.35082662384716473","11.140729620630779","0","1.4721","0","149","Moderate","29.7881"
HDFC Short Term Debt Fund,"Short Duration Fund","Growth","15030.0792","8.253710161140182","0.4","0.8048375488258486","7.284811659885244","0","0.9703","0","149","Moderate","33.0808"
HDFC Floating Rate Debt Fund,"Floating Rate Fund","Growth","15014.778999999999","8.236094106016289","0.26","0.5778320863365066","9.24055102902419","0","1.3037","0","149","Moderately Low","50.8864"
Bandhan Corp Bond Fund,"Corporate Bond Fund","Growth","15004.5018","7.797338612378768","0.33","0.9318336117569489","6.246618845423499","0","0.7934","0","113","Moderate","19.8446"
Kotak Savings Fund,"Ultra Short Duration Fund","Growth","14924.3064","7.3047825336415295","0.36","0.36035132856699725","10.459713233162754","0","1.3991","0","149","Moderately Low","44.6789"
Aditya Birla SL ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","14818.2782","16.756510924188838","1.02","16.06023960842428","0.38257563957993984","2.5100000000000002","0.0367","3.066954919786074","149","Very High","65.83"
Nippon India ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","14781.613000000001","21.607064059177382","1.02","17.78262371192733","0.3444768207006097","2.52","0.0325","2.9939321836006907","149","Very High","139.0092"
ICICI Pru All Seasons Bond Fund,"Dynamic Bond Fund","Growth","14635.1530106637","9.2840503371445","0.59","1.1969378931256207","5.554490302449001","0","0.6701","0","149","Moderately High","40.0236"
SBI Magnum Low Duration Fund,"Low Duration Fund","Growth","14590.552","7.515014142001952","0.43","0.41749955688599244","10.050150930209954","-0.16999999999999998","1.3689","0.14287057079748788","149","Moderate","3619.4557"
ICICI Pru Multicap Fund,"Multi Cap Fund","Growth","14504.6394144863","25.42624680525205","0.93","14.525174697744603","0.5571952261102028","3.56","0.0542","4.4718488659613715","149","Very High","877.49"
HSBC Small Cap Fund,"Small Cap Fund","Growth","14493.3235","26.04902630262216","0.64","22.50370235139098","0.10953410427807406","2.83","0.0102","4.909985283073667","133","Very High","88.5439"
SBI Short Term Debt Fund,"Short Duration Fund","Growth","14429.2869","8.014368444306319","0.4","0.847698720065095","6.778414858947481","0","0.9159","0","149","Moderate","34.1614"
DSP Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","14386.910100000001","25.02986914283096","0.68","17.06509595636661","0.5286211119507053","3.6999999999999997","0.0501","3.108228640238681","149","Very High","683.951"
Edelweiss Arbitrage Fund,"Arbitrage Fund","Growth","14307.1653","7.528908142747404","0.38","0.9445332180500589","3.8829046241183933","0.75","0.6005","0.9080218499573676","132","Low","20.6609"
DSP Small Cap Fund,"Small Cap Fund","Growth","14258.029199999999","24.280433813839064","0.87","20.562250039331783","0.6111685528559204","7.01","0.0585","5.694185971673212","149","Very High","211.174"
ICICI Pru ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","14121.068603375","19.45905922657747","1.08","14.585497827636875","0.671491682748193","3.9600000000000004","0.0671","4.481373570681204","149","Very High","1017.83"
Nippon India Arbitrage Fund,"Arbitrage Fund","Growth","14112.5797","7.391492462301974","0.38","0.9429457672634202","3.678123472641994","0.66","0.548","0.8937347928776188","149","Low","28.4911"
Invesco India Liquid Fund,"Liquid Fund","Growth","13775.479599999999","6.975749583463209","0.15","0.09842194877160278","7.499117516081475","0","0.3577","0","149","Moderately Low","3599.9122"
Axis Growth Opp Fund,"Large & Mid Cap Fund","Growth","13755.235699","21.802324686240947","0.59","16.099925878090247","0.4016250490196049","3.19","0.0393","4.1559461594202585","80","Very High","34.93"
Tata Arbitrage Fund,"Arbitrage Fund","Growth","13629.4756670511","7.543508278714661","0.31","0.9238963578237551","4.046412055142185","0.84","0.6225","0.9397708656901427","78","Low","15.0151"
Bandhan Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","13560.1914","7.62380559806739","0.33","0.7651512791598797","6.72920388456168","0","0.8873","0","147","Moderate","25.3455"
Bandhan Liquid Fund,"Liquid Fund","Growth","13495.6822","6.991878488748071","0.12","0.09524704719832527","7.5864273093466075","0","0.3456","0","149","Moderately Low","3167.6252"
Aditya Birla SL Floating Rate Fund,"Floating Rate Fund","Growth","13437.6056","7.8502611395919075","0.22","0.48258503913818135","9.581852948151521","0","1.332","0","149","Moderately Low","356.3545"
Axis Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","13313.344402","7.558717692774741","0.35","0.8159497043323198","6.6926925164689886","0","0.8895","0","149","Moderate","2721.7488"
ICICI Pru Nifty 50 Index Fund,"Index Fund","Growth","13168.5014682372","15.944182523863981","0.19","15.571304766139543","0.43337406475238","1.38","0.0436","0.03333646651941384","149","Very High","258.9534"
HSBC Value Fund,"Value Fund","Growth","13095.2507","28.05816617201351","0.78","19.647878386227863","0.3270148620475834","2.65","0.0305","4.684567271370964","149","Very High","119.6776"
ICICI Pru Equity Savings Fund,"Equity Savings","Growth","13046.4730651722","9.42329176376726","0.49","2.4478491129969595","2.257355018600309","0","0.2748","0","126","Moderately Low","23.95"
ICICI Pru Technology Fund,"Sectoral Fund - Technology","Growth","12983.025534602399","15.34838759681425","1.04","18.792242412229573","0.6730791335348318","1.59","0.0735","3.6543117108424124","149","Very High","219.79"
Axis Focused Fund,"Focused Fund","Growth","12665.011004000002","13.40783605128224","0.82","16.01896588797167","0.4492485726187675","3.2300000000000004","0.0464","5.859280853483642","149","Very High","62.5"
Canara Rob Flexi Cap Fund,"Flexi Cap Fund","Growth","12608.6231","18.919665815682364","0.55","16.14596195090277","0.5063968009377626","3.45","0.0496","2.7526396640316","149","Very High","372.81"
UTI Large Cap Fund,"Large Cap Fund","Growth","12607.5495","15.90350004314367","0.95","14.193397483337103","0.4667105312717938","1.8399999999999999","0.0474","3.438418403859542","149","Very High","296.4546"
Aditya Birla SL Low Duration Fund,"Low Duration Fund","Growth","12578.7533","7.706352220047319","0.43","0.4428987694722125","9.853307032666748","0","1.4008","0","149","Moderate","724.1342"
Kotak Low Duration Fund,"Low Duration Fund","Growth","12555.726799999999","7.780386696542951","0.42","0.4508360234054063","10.270806589552741","0","1.4414","0","149","Moderately Low","3631.4111"
Franklin India Smaller Cos Fund,"Small Cap Fund","Growth","12530.320759008999","29.53034694329142","0.97","19.331975679686753","0.1222337105711841","2.5700000000000003","0.0116","5.294148373440247","149","Very High","193.2028"
Mirae Asset Liquid Fund,"Liquid Fund","Growth","12484.8048","7.008023993036772","0.09","0.09683449798496403","7.7435849372238446","0","0.3588","0","149","Moderately Low","2770.2953"
Edelweiss Balanced Advantage Fund,"Dynamic Asset Allocation Fund","Growth","12455.316200000001","15.056611316916513","0.52","10.920073961287992","0.3349521159807772","0","0.0313","0","149","Very High","56.98"
Motilal Oswal Flexi Cap Fund,"Flexi Cap Fund","Growth","12418.456699999999","26.41842919782058","0.87","19.914570118383175","0.7778508854529897","6.23","0.0778","8.735741678873065","134","Very High","66.707"
ICICI Pru Business Cycle Fund,"Thematic Fund","Growth","12375.044786233899","25.561416021232475","0.72","14.190222581763827","0.48734739149809764","3.04","0.0474","4.698854328450713","53","Very High","25.18"
Axis Flexi Cap Fund,"Flexi Cap Fund","Growth","12352.566799999999","17.73236003325518","0.72","17.139706143338632","0.5016344485778464","3.84","0.0485","4.286117123924638","91","Very High","28.77"
Franklin India Focused Equity Fund,"Focused Fund","Growth","11968.469531749999","20.74609980385509","1.05","15.272864018251456","0.2571670274354782","1.63","0.0253","4.251193206618584","149","Very High","118.6255"
SBI Magnum Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","11954.0551","9.546591126324522","0.46","2.7494647624583224","2.584369880647892","0","0.279","0","149","Moderate","71.1026"
Franklin India Prima Fund,"Mid Cap Fund","Growth","11761.50440498","28.3045405896061","1.05","18.674771054018304","0.5571952261102028","1.5699999999999998","0.0533","4.700441779237352","149","Very High","3030.028"
HDFC Manufacturing Fund,"Thematic Fund","Growth","11716.8465","0","0.51","17.696901369448835","-0.020636860226303805","2.63","-0.002","3.3780952739672694","13","Very High","10.592"
Sundaram Mid Cap Fund,"Mid Cap Fund","Growth","11690.152311","29.10748024491443","0.94","19.15735609315649","0.5143340548709564","4.53","0.0488","3.56858936836392","149","Very High","1470.4687"
Canara Rob Small Cap Fund,"Small Cap Fund","Growth","11475.4472","21.618865233615114","0.47","20.10982656513974","0.1841442912500955","3.16","0.0172","4.76711471227618","76","Very High","41.86"
DSP Flexi Cap Fund,"Flexi Cap Fund","Growth","11411.628200000001","22.256067474473372","0.71","16.946037147368703","0.5587826768968416","3.84","0.0535","3.608275638029889","149","Very High","113.536"
