Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","RSI – 14D","Pledged Promoter Holdings","Promoter Holding","Beta","6M Return vs Nifty","5Y CAGR","Debt to Equity","ROCE","Return on Equity","Dividend Yield","Free Cash Flow"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","154100.2268148","3029.6","74.22081590509765","56.3818836850231","0","69.49710886444616","0.839172874023119","-6.196097208199468","15.586784755699634","0.04438546549209064","30.966164153381705","21.532559750929625","0.6601020005132822","2165.32"
Hyundai Motor India Ltd,HYUNDAI,"Four Wheelers","151969.561933","1870.3","26.94390678608279","72.1103896103896","0","82.49999907696977",,"-3.474741004955513",,"0.07812362291691279","57.80797705221297","39.45276896715156","1.1228145217344812","6005.749999999999"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","151967.48546826","5128.2","33.045748900397946","88.40206185567","0","68.57212053904405","1.36655177837187","-20.375994674427467","23.308779954931612","0.09630803777821807","26.360211430566487","21.520477140898358","1.2660991099980132","3596.2000000000003"
Mazagon Dock Shipbuilders Ltd,MAZDOCK,"Shipbuilding","151315.9056","3751.2","78.11990149563498","83.2051898125901","0","84.82868907729684","1.64572197073856","62.1490467031648",,"0.0001489556288410131","35.720511970134105","35.206018377571745","0.3658829174664108","252.57999999999998"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","148320.860777","13327","20.409601590844353","67.9498195566248","0.00030010734678059846","51.4617384248192","0.901499597098393","25.192401510003783","46.12160257502798","0.0009936315159526532","11.515915073294455","12.690056125726237","0.9829669092819089","1940.81"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","147520.279896","5379","31.158971260803803","53.489847715736","0","49.08190161161885","0.760538942769902","8.670124612433694","26.586846801555964","0.023243429259212665","30.678361937866622","24.22226063172053","1.2992379158656746","2905.2"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","147037.2903695","16249","121.57468776417177","82.6477541371158","1.1093163773632362","73.14756411629986","0.597768266551257","51.24439763370376","78.6747360224236","0.3319979575461375","45.52043615449921","27.061727595723493","0.06154224875376946","846.26"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","145389.36997","650","9.086267731391787","59.9564270152505","0","34.641122692017994","1.64432236188945","-4.8127807656091655","36.16750956593127","0.5308740827265277","15.029293000023342","10.105784827888185","0.7730173703427597","8328"
Macrotech Developers Ltd,LODHA,"Real Estate","145383.2428091","1457","52.593149372029075","78.4709792891843","0","71.93918295330592","0.829458147405096","10.07396885139562",,"0.43792741861949486","20.7636784841756","10.232207907156461","0.2907101825208052","2342.6000000000004"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","138463.40264952","319.15","10.382250480785514","61.4738805970149","0","52.97601190910376","1.2284427823499","5.587884095756541","13.23920356912911","0.7218744046250479","17.915705655939135","41.590842558312744","3.0857141975737887","26356.770000000004"
Ambuja Cements Ltd,AMBUJACEM,"Cement","138292.06767231002","561.45","33.18401692945291","74.4604316546763","0","67.56768863259836","0.724291529176388","1.2926051844546178","23.99546053701529","0.013747617802025335","11.552945786521454","7.983687946032733","0.31783109819537925","1163.3599999999997"
Power Finance Corporation Ltd,PFC,"Specialized Finance","136459.207776","413.5","5.935380605381016","65.8803222094361","0","55.99417400995538","1.45021391836193","-19.502204708544575","47.04422625343727","6.418723891107909","3.9310472422370855","16.04838140540322","3.8210399032648126","-98143.82"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","135219.6481957","1607.8","31.721596217350534","64.8020113136392","0","49.919511882942594","1.53148593736427","25.795191071047846","62.5445583523339","6.8633304139591","4.6605210625061435","20.153957030395997","0.12433451398769901","-36759.09"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","133334.38497803998","2808.6","59.64249896135195","65.2815861632567","0","50.267157109211766","0.229671004654676","9.730192218232675","52.9170733445848","3.462297849452345","26.87179619388908","25.13039305683054","0.3563125251436427","-2397.84"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","132369.1720668","5495.5","60.7551977834794","53.9906103286385","0","50.54749588131765","0.758889921939005","9.076184625400405","10.216765052490185","0.5206630324607541","61.4661054843606","56.83033840956535","1.3647529797106723","2011.46"
ABB India Ltd,ABB,"Heavy Electrical Equipments","128066.82643125","6043.5","68.42492489541264","87.4534161490683","0","74.99999988202448","1.20004830381751","-22.231676284591074","52.02462353527943","0.007332447635469372","35.501034792346026","28.75023041474651","0.7307024075452967","1117.85"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","127477.02239403999","1246.1","68.82093742592453","50.8453085376162","0.41677779157543293","53.065820121024984","0.818946701356694","-1.366952510158396","14.477498854350124","0.2557591853678632","23.606166036804368","-4.247749386196227","1.6047132413218659","2069.95"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","126950.84020231","397.3","31.9694888447016","67.8184281842819","0","46.85754183481772","1.57632628943785","-7.521024944657174","61.15590997063265","1.4006149307759392","11.269669284756162","10.191366075937367","0.5666155217473788","-736.6399999999994"
Gail (India) Ltd,GAIL,"Gas Distribution","126077.152154525","191.75","10.126841568099492","67.7014300662713","0","51.88172453629342","1.45635799921967","-6.33114675705696","25.516685699039044","0.28231815262440507","16.34074590482096","13.912899510873919","3.911354791870599","84.54999999999927"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","125788.213641996","243.24","6.1932847101141135","84.6038863976084","0","63.97124344595242","1.4402339716345","-4.19765477032227","44.24657384165105","0","9.011788557283827","16.551217493472166","3.441896229075266","-7152.75"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","122657.354203175","652.25","12.838566584169996","64.5392100744133","0","25.398078822075416","1.048681869169","2.4876296709606374","42.36796110013963","3.9353684796631985","5.277262016586491","15.760969392967619","1.516561662025357","-31366.9"
Cipla Ltd,CIPLA,"Pharmaceuticals","119287.78528077","1476.9","22.624434858619786","49.2338111715275","0","29.19641051389325","0.399223196345416","-4.9540277272519395","17.90578470757216","0.020871692871477963","25.224028063427102","16.317842293916737","1.0829166592031991","2784.6099999999997"
Siemens Ltd,SIEMENS,"Conglomerates","119271.8795346","3349.2","43.90483675719644","90.7419675389202","4.999996279349317","74.99986921561846","1.09164324016684","-13.836693693646097","43.96942055943018","0.018182883099810622","22.576767232962332","19.08944620508895","0.35829451809387314","1327.2"
Punjab National Bank,PNB,"Public Banks","117584.30257490801","102.31","6.770438402660398","86.3061797752809","0","70.07887794439254","1.46932844612826","-5.473085768986907","30.773232723977205","0","11.799224941229289","8.499987260099036","2.7156639465423114","-29083.09"
United Spirits Ltd,UNITDSPR,"Alcoholic Beverages","110746.44087778","1522.6","70.00407135131479","47.3716381418093","0.6714373097738018","56.67435575276627","0.916856319182053","-3.537731065821224","20.710557195886437","0.03721387445583486","30.57885329300151","21.463414634146343",,"1020"
Max Healthcare Institute Ltd,MAXHEALTH,"Hospitals & Diagnostic Centres","110358.10961736001","1135.2","102.57473846280251","51.6899504281208","0","23.739092274408584","0.769576077680579","8.470294660107806",,"0.15448719930924082","14.615909063428095","13.372841741514113","0.13210344188159856","335.8499999999999"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","109814.95171444","1109.8","85.89560311500465","49.1383119752541","0","33.83671752657572","1.1381949120781","13.055381166376574","25.08705693218638","0.11185817870717099","7.952243827512014","6.5855655541856395",,"1597.1100000000001"
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines","108515.35582534499","762.35","56.88610017107713","65.1283830673144","0","38.116162589875096","0.832370607709851","-7.742340110758564","59.73867804258195","0.2701459514587742","21.87981933481793","13.415226661040899","0.2951400275464027","1298.18"
Shree Cement Ltd,SHREECEM,"Cement","107935.557642","29915","96.13327541883024","57.9743888242142","0","62.55190995486014","0.783174749718104","8.778633807732668","7.479635238752103","0.0798084654676717","6.957318427142381","12.154435453184854","0.36770850743774025","147.13999999999987"
Union Bank of India Ltd,UNIONBANK,"Public Banks","107717.808720377","141.11","6.010645996906282","83.0010873504893","0","74.75708261331977","1.26519251044657","14.945663559860145","42.937219389868964","0","12.999524724641084","15.642889443420376","3.366168237545178","18280.89"
REC Limited,RECLTD,"Specialized Finance","107501.3698","408.25","6.7678049109084935","61.5052732502397","0","52.63485605478303","1.24773394525383","-26.158031918907675","43.79759507652399","6.424886716342046","3.9934055263256774","22.194046697454382","4.409063074096755","-57756.28"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","107015.011674003","152.09","28.13948169454881","74.5604963805584","1.4069904553080335","58.12608055881009","1.64060270179529","-11.152508307232974","19.06853796925596","0.7060622707377152","16.825523936934434","10.329249093024787","0.538238334136374","3443.5"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","106985.9880384","3161.1","55.98429515353218","52.3296651837977","0","68.30802625084858","0.606461951054211","-8.243376326250203","21.758498168802753","0.5866178540434501","32.212946851390946","25.37692792062647","1.012305842902787","2833.3"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","106581.11868072","697.05","109.359955140849","86.821052631579","0","58.05924858290255","1.91331684281014","-10.611128040980464","158.83472251152293","0.005777187397516208","43.13595660492078","59.332544732974235","0.18629830431299302","162.72"
Adani Energy Solutions Ltd,ADANIENSOL,"Power Infrastructure","105826.99434699","880.95","99.83961276921995","63.7057775515398","0.5659218540510635","69.94244798219601","2.73297217423211","6.25238776615206","38.334446129984116","2.705195820225014","8.569381279840266","8.557765746513219",,"608.0799999999999"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","103850.6275661","1248.2","18.3640656338703","84.6731780616078","0","26.640806605635518","0.338671019852937","-0.7462536487846196","8.919410510353632","0.07085521752056287","27.276246330292526","21.644558011210506","0.6425315663839264","1799.8000000000002"
HDFC Asset Management Company Ltd,HDFCAMC,"Asset Management","103637.03884848","4844.9","42.125623975579124","84.1453245979749","0","52.47121508877981","1.03989763557674","11.085124918730475","13.926650529048622","0","45.69290056282046","29.473034242268163","1.8539279212802209","1595.66"
Indus Towers Ltd,INDUSTOWER,"Telecom Infrastructure","103182.12650625","391.25","10.389170686413204","52.9756097560976","0","50.004903203930716","0.858517259096494","9.954822166147341","11.215210280636656","0.7593162418450522","32.35187952160416","25.073367076303825",,"2629.2000000000007"
Bajaj Housing Finance Ltd,BAJAJHFL,"Consumer Finance","102587.703829128","123.12","47.43062731939897","71.4699493120927","0","88.74728208272948",,"-11.514848143894563",,"5.650821105979482","3.5610209332082476","15.228425949423597",,"-15471.11"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","101591.35638102","2461.8","51.02631714400089","57.0083682008369","0","72.70388359304991",,"-8.821861509289324",,"0.021635812815443942","30.218454308757213","22.244096777269483",,"1763.2399999999998"
IDBI Bank Ltd,IDBI,"Private Banks","101233.866477625","94.15","13.3847919873634","84.1300191204589","0","94.71348519383298","1.73069301315949","12.624467538751713","35.78069627689855","0","12.23468976853491","11.850704990108891","2.2304832713754648","-1447.8500000000001"
Canara Bank Ltd,CANBK,"Public Banks","100439.32140198","110.73","5.84503121863555","85.6287425149701","0","62.93427259378507","1.66979128578984","5.957170187490668","45.88084058906923","0","10.335541433993756","17.75635244567995","3.612390499412986","13793.35"
BSE Ltd,BSE,"Stock Exchanges & Ratings","100090.51102665","2464.5","75.48930230007768","67.0308724596134","0","0","0.802062466488669","59.090199406384556","125.80335014618358","0.000005789281723816527","39.6434748205505","24.77509091053767","0.9332615134915807","2710.71"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","99542.1180411","6923","110.7746695316046","60.6124604012672","3.9503519488870085","29.337651095832847","0.748342601557746","-4.9321835828697465","38.530721856700325","0.7284475104159552","15.002028531922477","12.974487070272469","0.23111367904087823","783.4000000000001"
Jindal Steel And Power Ltd,JINDALSTEL,"Iron & Steel","98279.19376743","971.35","34.94831098399789","77.1662763466042","7.058879248936084","62.21918909421409","1.34319352576759","2.8370090751126247","51.53890901130582","0.36808716744896436","9.024968372246214","14.177954648795133","0.20399027740746448","-2508.74"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","97219.85438124","1550.7","66.03443303576807","50.6802721088436","0","59.408697968123136","0.842377800626754","-13.757186698863553","25.59300549656807","0.03818980286465483","22.82877587953049","18.65068632412641","0.6448700586831754","749.3399999999999"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","96645.009022","668.45","81.5211966242653","90.0780891134588","0","73.00262233096836","0.999093761575835","-6.300399102182586","11.202148134740565","0.10904520923503877","0.5398214976051201","8.065561367072139","0.12670326178677813","-7551.67"
Ntpc Green Energy Ltd,NTPCGREEN,"Renewable Energy","95074.27765532701","112.83","199.95431491403846","77.124868835257","0","89.00672409711294",,"-15.58145964485304",,"2.223381432910637","6.270425434685195","6.199987409732278",,"-6883.97"
Info Edge (India) Ltd,NAUKRI,"Online Services","93710.095092","1448","97.39756697777867","59.125","0","37.628348288355085","1.38513528758574","-17.202307060685722","21.954458874576453","0.0077898122863279285","5.691368306276937","2.4979176781525148","0.4133823539712432","672.5999999999999"
Marico Ltd,MARICO,"FMCG - Personal Products","93636.4532649","723.45","57.480941230755064","50.0760263558034","0.07719041708544301","59.052038428363","0.497066602228142","8.98271737664689","16.043422671366937","0.1266490765171504","44.184151558362196","36.45538461538462","1.4476936546977694","1283"
