Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","RSI – 14D","Pledged Promoter Holdings","Promoter Holding","Beta","6M Return vs Nifty","5Y CAGR","Debt to Equity","ROCE","Return on Equity","Dividend Yield","Free Cash Flow"
Shiva Cement Ltd,SHIVACEM,"Cement","908.01","30.78","-6.373341756159194","66.8376068376068","0","66.44304576271186","0.670599996574203","-31.760002088912934","29.742272309300887",,"-3.6981006542366925",,,"-1.4700000000000273"
Cool Caps Industries Ltd,COOLCAPS,"Plastic Products","907.46","785","75.81119465329978","35.8957654723127","6.967993079584775","67.43512110726644",,"-5.949718556489264",,"2.606534422403734","23.394031360647467","9.992391580015173",,"-42.629999999999995"
Trident Techlabs Ltd,TECHLABS,"IT Services & Consulting","907.25586","525","96.92904487179486","59.3548387096774","0","67.97310628558519",,"-54.66637306736519",,"0.41408934707903783","26.515025734683718","28.299319727891156",,"-17.89"
Consolidated Construction Consortium Ltd,CCCL,"Construction & Engineering","906.474926079","20.29","10.343164377898223","77.5792038992689","0","60.0546632867986","1.37357462975508","3.8782926771283748","132.29087958031286","5.104023196810443","132.2551961765032",,,"50.49"
Zuari Agro Chemicals Ltd,ZUARI,"Fertilizers & Agro Chemicals","899.746922358","213.93","5.460623428767387","55.3659785019621","11.805124570099686","65.20746608862056","1.02154720004293","-18.759658703565506","21.052669521974686","0.7786871285139685","16.035265066224024","4.533946699787238",,"329.29999999999995"
Tuticorin Alkali Chemicals and Fertilizers Ltd,TUTIALKA,"Commodity Chemicals","899.1484254","73.8","14.45808691751085","46.2506841817187","0","74.99999958961169","-0.131141310113831","-24.44228148555105","58.021037485132275","0.10193255020841228","31.98176131439124","156.75371454299864",,"-3.629999999999999"
Linc Ltd,LINC,"Stationery","898.821778876","151.09","23.62833277802309","78.6094012311136","0","61.02422283157316","0.435511188152895","-8.56101318255634","34.26696984928468","0.125971628449281","23.699295497308913",,"0.9927857568336751","9.559999999999999"
Jindal Photo Ltd,JINDALPHOT,"Electronic Equipments","893.65406949","871.15","3.955271618527043","44.2581575626465","0","74.204533956125","0.638370381828657","-2.153605249506395","135.40797895898677","0","9.752452367274124","12.137042775591539",,"-0.38"
A B Infrabuild Ltd,ABINFRA,"Construction & Engineering","893.410798896","139.86","55.42250613498765","89.6001403016486","0","30.94563754161466","0.105862905353115","52.04227048728282","79.5246729479467","0.5041079092581239","29.020202020202007","19.560195088559954","0.02978699287705593","-25.679999999999996"
Fermenta Biotech Ltd,FERMENTA,"Pharmaceuticals","892.13313096","305.85","11.605738662156888","76.4805414551608","0","64.08554697808809","0.448991120275036","-18.82870678027802","4.669401575402232","0.4866390798148408","26.003150278986574","-7.715858330684407",,"86.13999999999999"
Dwarikesh Sugar Industries Ltd,DWARKESH,"Sugar","891.85597511","48.13","38.22786005615113","83.1410256410256","0","42.099548373793255","1.22796401865693","-28.70519889175683","22.011052048479527","0.5544107629427794","6.873910517141183","10.695556964213692",,"-37.410000000000004"
Haryana Financial Corp,HARAFIN,"Specialized Finance","890.6455909","42.89","-89064.55909000066","100","0","99.36438790492642",,"59.79746846181011",,"0","0.031217945859162495","11.340528005708169",,"-3.24"
Voith Paper Fabrics India Ltd,VOITHPAPR,"Textiles","890.0642301700001","2026.3","24.820530679587275","87.5993758823092","0","74.04380908714032","0.612322913169359","-5.719536524265635","15.667362102705162","0.0006601796836878212","14.050425855942244","10.938841929213936",,"0.4400000000000013"
Kopran Ltd,KOPRAN,"Pharmaceuticals","888.310275185","183.97","23.03111939810735","56.0248447204969","0","44.42152687120727","1.0563136906681","-15.17690660200799","46.24561828535483","0.20199902288087287","11.682421100777555","10.951219250072546","1.6281677589497532","-13.350000000000001"
Jindal Poly Investment and Finance Company Ltd,JPOLYINVST,"Asset Management","887.10168831","843.9","2.998586020517848","38.5561605162331","0","74.62652192570935","0.978076823437489","-12.514308852403767","149.66309317320872","0.010164456073413312","9.93092998109585","11.800685515344243",,"-0.72"
Dhunseri Investments Ltd,DHUNINV,"Asset Management","885.8589916200001","1452.9","9.759380760383387","49.5964316057774","0","74.95269122863068","0.951018323737703","-38.39376276955466","54.96122342674672","0.1095981208428299","4.688401206493888","1.4956767746044186","0.20648358455502788","41.16"
RMC Switchgears Ltd,RMC,"Electrical Components & Equipments","884.979466","838.7","28.13925170111287","99.4306628710858","0","52.07196876362327","0.644876349420881","2.6188598862805508","128.71801274763496","0.8259718775847809","64.98039711647907","28.033157498116065",,"4.59"
Parsvnath Developers Ltd,PARSVNATH,"Real Estate","882.54741276","20.28","-1.4854449577701854","55.6975505857295","15.912453197366053","50.092430699609544","1.41713163032084","15.546762918151495","60.569431573028496",,"-3.3305330685810235",,,"200.72000000000003"
Infobeans Technologies Ltd,INFOBEAN,"Software Services","877.948142","359","23.122152804845957","70.5860805860806","0","74.04436733318752","0.484427762738944","-20.24942645953437","31.043579330090942","0.0827952263430136","16.596064293225165","7.921315636402096","0.2767589432406362","41.65"
Elin Electronics Ltd,ELIN,"Electronic Equipments","876.4355737799999","176.49","29.892072775579766","72.4487112046291","0","32.977430978577594",,"-24.057637981436535",,"0.023852590987696036","8.95493395493396","2.7846373145415155",,"9.620000000000005"
HDFC Nifty 50 ETF,HDFCNIFTY,"Equity","875.43042121","275.33",,"61.7560975609756",,,"0.96993620241087","-0.15693581208308194","22.69974722509691",,,,"0",
Transpek Industry Ltd,TRANSPEK,"Commodity Chemicals","875.398301525","1567.25","17.960572456401323","57.4712643678161","0","57.46587321721386","0.439517246783632","-7.142772818875609","-1.8217152409526927","0.18241758241758244","8.603410889058194","6.1220278721310395","1.276120593396076","58.16"
PNGS Gargi Fashion Jewellery Ltd,GARGI,"Retail - Speciality","872.903847825","842.75","30.298641021346764","14.1763785006088","0","70.22534605070206",,"-26.568215158726325",,"0.07300275482093664","130.0834724540901","34.13945989520352",,"-12.229999999999999"
Ambika Cotton Mills Ltd,AMBIKCO,"Textiles","868.368","1516.8","13.209126863401272","73.2832618025751","0","50.172052401746726","0.708522166791355","-3.344422440717446","18.638760622125705","0.0954360228198859","12.12418854078465","7.517666157372039","2.4393459915611815","-185.2"
Zee Media Corporation Ltd,ZEEMEDIA,"TV Channels & Broadcasters","868.09500784","13.88","-7.269259821135492","55.663430420712","0","1.617236197099244","1.47131165243354","-33.0571296734133","21.93164905301206","0.8500172830971309","-29.631578947368403","-29.09418736975897",,"61.67"
Nisus Finance Services Co Ltd,NISUS,"Specialized Finance","867.252592","363.2","37.920970354175765","70.3777335984095","0","73.22727938990121",,"50.82426872836758",,"0.2211743230909644","85.48387096774195","107.09435729337397",,"10.05"
Popular Vehicles and Services Ltd,PVSL,"Four Wheelers","865.912484076","121.62","11.381604680283848","79.0300731509076","0","61.17863544804884",,"-25.10923627832063",,"1.4161767407679589","17.439847520458876","15.274041357157284","0.4111269978742498","7.800000000000011"
Kirloskar Electric Company Ltd,KECL,"Heavy Electrical Equipments","864.4455481360001","130.16","231.13517329840002","68.2702702702703","37.471190404816475","49.59486220924478","2.0424343061455","-35.190057177737714","71.3953256617481","1.5360699538498905","14.568002881696055","16.164399288215346",,"33.98"
Eraaya Lifespaces Ltd,ERAAYA,"Construction & Engineering","863.27246232","45.27","2539.036653882506","42.719881744272","0","35.61079164668703",,"-80.21376310785928","126.58348788613773","0","3.218562874251344","5.358550039400781",,"-6.71"
GHCL Textiles Ltd,GHCLTEXTIL,"Textiles","861.6102750040001","90.14","15.394144631123865","55.2442528735632","0.20949139864791191","19.160313228998294",,"-12.42734242045296",,"0.05182715621752684","4.278078331011684","3.615344648423967",,"-15.119999999999997"
BEML Land Assets Ltd,BLAL,"Real Estate","858.70959","206.2","-228.38021010638298","69.1681735985533","0","54.028743291431034",,"-16.177774764968923",,"0","-32.677595628415304","-14.685314685314692",,"-9.16"
Karnika Industries Ltd,KARNIKA,"Textiles","858.29339","692.2","47.603626733222434","77.2626112759644","0","73.39247550304448",,"124.78618741397051",,"0.9809828657503296","51.912964641885765","44.71811713191023",,"-11.66"
NINtec Systems Ltd,NINSYS,"IT Services & Consulting","856.16784","476.45","32.516818837827586","60.6903163950144","0","47.37586670973299",,"-21.362186569769356","182.69572781857102","0.06750572082379863","92.67331932773104",,,"6.52"
Swan Defence and Heavy Industries Ltd,SWANDEF,"Shipbuilding","855.92689105","162.47","-4.7155908272271505","100","0","94.90880687291616","2.13065627057596","326.9036338077327",,"4.654757159341235","-7.379068207093686","-23.555264725702955",,"-80.36"
Jagatjit Industries Ltd,JAGAJITIND,"Alcoholic Beverages","852.14374752","182.15","-36.338752559488306","59.2255125284738","0","87.33039180781338","0.653795253695003","-30.37036061679939","47.37559682103891","3.56164563617245","1.1390292858697537","10.746902654867132",,"-25.02"
Munjal Auto Industries Ltd,MUNJALAU,"Auto Parts","851.8","85.18","23.4075295410827","85.3391684901532","0","74.80645","1.11183328815403","-26.21390025793754","17.061257683494624","0.6724998174605106","12.350960080445647","9.55739903631215",,"86.14000000000001"
Rajapalayam Mills Ltd,RAJPALAYAM,"Textiles","851.347167","923.35","49.93238516129038","54.5145249934572","0","56.27215244788616","0.604852033706921","-14.855678432220417","9.076365260738562","0.47211094794101555","0.5459339332170072","1.9531929223719158",,"50.290000000000006"
Bright Outdoor Media Ltd,BRIGHT,"Advertising","849.5032642","583.9","52.96155013715704","76.7167039284574","0","69.75688683174809",,"22.13432707729519",,"0.0906914711716025","15.093438821443197","13.073067362158215",,"-30.82"
Zuari Industries Ltd,ZUARIIND,"Conglomerates","848.763744","285","-9.104953271830066","59.6330275229358","0","56.707211506433055","1.27635830254947","-18.441708570804728","49.70666302560338","0.5487429058868196","3.2665861581524216","21.700289673577704",,"57.900000000000006"
Ratnaveer Precision Engineering Ltd,RATNAVEER,"Industrial Machinery","845.342013715","159.35","18.059004779213858","78.099708643574","0","50.71797528148721",,"-41.409830177286715",,"0.8144329896907216","25.1250599602549","17.236593760408528",,"-53.660000000000004"
Sastasundar Ventures Ltd,SASTASUNDR,"Diversified Financials","844.4097225","265.45","95.09118496621505","61.7065556711759","0","74.11406296663051","1.04201106629306","-19.77619823226223","33.33017098094886","0.003881824457495023","-2.8496707607528036","0.8910786768284533",,"23.94"
Krystal Integrated Services Ltd,KRYSTAL,"Business Support Services","844.04562032","604.1","19.301294770637995","32.4985771200911","0","69.95725436216786",,"-25.14341581655691",,"0.23308170751156235","22.124831937118635","12.719826547819734","0.2483032610494951","-10.040000000000001"
Jay Bharat Maruti Ltd,JAYBARMARU,"Auto Parts","842.8345","77.86","25.61028562746871","76.3325608342989","0","59.347247113163974","0.904883274751838","-23.913616072017213","22.040816206922464","0.8170967143122332","9.725594392780271","6.155962513971272","0.8990495761623425","43.02000000000001"
Gandhi Special Tubes Ltd,GANDHITUBE,"Auto Parts","842.61968","693.4","14.3644677804296","73.2627865961199","0","73.52910631994733","0.910876019610322","-14.865977527937964","33.4303063857623","0","33.1137801885574","27.459988144635442","2.1632535333141045","22.86"
Prime Securities Ltd,PRIMESECU,"Investment Banking & Brokerage","842.083652125","250.45","22.003753648419128","72.3776970732749","0","0","0.600850892087052","-11.904640309407728","48.440786044467465","0","27.301044402369754","13.04699307581456","0.5929724128237541","12.96"
Foce India Ltd,FOCE,"Precious Metals, Jewellery & Watches","841.0938075","1719","52.89898160377363","77.6720351390922","0","73.62927083493003","0.25143193767679","13.829056683919552",,"0.33938829374320756","31.02002794597111","28.174005493045076",,"0.07"
Shalimar Paints Ltd,SHALPAINTS,"Specialty Chemicals","839.790537696","100.32","-10.47642886347305","58.0061755624173","43.23457734640886","74.96149558425758","0.117666959721219","-12.930016777106367","12.44772280735511","0.26929141868864137","-14.72102701558864","-19.806096040121766",,"-39.53"
Ritco Logistics Ltd,RITCO,"Logistics","835.324462225","294.25","19.79441853613753","78.4138342277877","0","62.289550413471396",,"-31.44791446184839",,"1.418880507270143","33.57324301439451","19.90767281175508",,"-23.89"
Swelect Energy Systems Ltd,SWELECTES,"Electrical Components & Equipments","833.7318","550","13.447287096774192","56.1148528890464","0","56.365547050022556","1.50778814661057","-50.55765190327937","48.34861597154485","0.6633402504138589","10.92252992319036","7.463315397301171","0.7272727272727273","-38.31999999999999"
Bharat Parenterals Ltd,BPLPHARMA,"Pharmaceuticals","830.27478261","1204.7","-65.73830424465557","72.0734506503443","0","67.19505023459934","0.987868263092016","-35.61514436210827","34.342844568680576","0.6616004702325972","-6.699633115329401","6.363058302453576","0.07009325252184176","-109.00999999999999"
GeeCee Ventures Ltd,GEECEE,"Real Estate","829.8819653649999","396.85","17.74768959292129","61.5432290052681","0","67.71291842965258","0.975038723982382","-13.278205287149902","51.85201966171973","0","8.875668709633915","6.159848566256396","0.5039687539372559","-33.8"
Transindia Real Estate Ltd,TREL,"Logistics","825.53696064","33.6","15.685672822344673","56.6591422121896","0","70.23529415212302",,"-14.536641291143171",,"0.047844533987673674","5.995237104344408","22.905413749102433",,"47.61"
BGR Energy Systems Ltd,BGRENERGY,"Construction & Engineering","825.0952770399999","114.34","-0.8485142709173178","71.1746522411128","30","51.006136785291226","1.4048617026917","191.55186303103275","34.42439546788938",,"937.3400250941157",,,"149.26999999999998"
RSWM Ltd,RSWM,"Textiles","821.735979064","174.46","-20.53313291014532","81.1328613077884","0","55.694235900355494","1.31176357886211","-13.366449702868218","31.580434713192783","1.4568823320846631","3.786815619688142","-1.6103244363864344",,"-306.51"
Selan Exploration Technology Ltd,SELAN,"Oil & Gas - Exploration & Production","820.648","539.9","11.092835901595027","65.3995345228859","0","30.464276315789473","1.09597523844983","-41.02797853129558","44.04855643314325","0.008888437412702847","21.76246727820673","8.68826791922087",,"-87.02"
VLS Finance Ltd,VLSFINANCE,"Investment Banking & Brokerage","818.5924906289999","240.69","17.72228817122754","61.3174077578051","0","52.019437321834914","1.05434931048901","-39.20441107785261","47.13856764748545","0.00006034922082450447","1.646839676558994","11.82986701293396","0.639846151773927","153.43"
All e Technologies Ltd,ALLETEC,"IT Services & Consulting","818.26801152","405.2","27.130902238726787","63.5095753538718","0","50.05340153517529",,"-33.64622374212488",,"0","32.626494186998535","17.914657447002106",,"14.739999999999998"
Innovana Thinklabs Ltd,INNOVANA,"Software Services","818.155","399.1","19.964738897022944","80.3449841125738","0","73.23121951219512","-1.60562289742853","-12.206635552536687","57.54156789420646","0.13594566981188771","30.401996118658154","29.525559278071967",,"-12.51"
R & B Denims Ltd,RNBDENIMS,"Textiles","815.96912736","90.69","29.704009004732413","55.1650692225772","0","57.38736898355782","0.463851101636122","4.732735906864438","67.88430526698872","0.3787845057880677","21.26040428061832","14.41691749633403",,"18.32"
Repro India Ltd,REPRO,"Stationery","814.0038230399999","568.3","-395.1474869126289","74.1107518189167","0","46.78162888815909","1.23040630312071","-3.0429796188034373","10.761832153595453","0.12589705199029377","1.7038619233507746","3.538166878664242",,"-21.15"
Vertoz Ltd,VERTOZ,"Advertising","813.0942","9.54","31.674881184261764","83.974358974359","0","64.74268684735421","1.18786519503691","-39.14112753114633","21.68988080497445","0.10787649653434152","18.736369867281457","12.092204012865702",,"-33.519999999999996"
Morganite Crucible (India) Ltd,MORGANITE,"Industrial Machinery","812.168","1450.3","29.479782214156092","51.270207852194","0","75","0.194748390050015","-18.01888412110697","14.4112430152052","0.010442643391521199","30.581323438466292","18.39620793669448","1.3100737778390679","25.41"
Dharmaj Crop Guard Ltd,DHARMAJ,"Fertilizers & Agro Chemicals","810.729536448","239.88","18.27202020392157","60.2055564477276","0","70.40401101910638",,"-16.311903028742798",,"0.3113504187884353","13.925583946610596","13.155436957971979",,"-182.52"
Shree Vasu Logistics Ltd,SVLL,"Logistics","810.30585","705","368.32084090909325","92.403140035452","0","73.61100428930631","0.510440882094773","116.37342241437975","67.17028059895063","1.4730913642052565","14.086223055295207","10.428429093324528",,"11.14"
Solarium Green Energy Ltd,SOLARIUM,"Renewable Energy","810.111208","388.55","43.554366021505345","90.2836879432624","0","58.339867431509475",,"80.45361370740582",,"1.5135268076733894","90.46956521739136","124.45153570003986",,"-0.78"
20 Microns Ltd,20MICRONS,"Specialty Chemicals","809.4370693779999","229.39","12.97590685120233","60.5213339158293","0","45.04091677888616","1.7252734634773","-9.366608786219254","54.39049429354219","0.3427659634556186","25.28389862374969","17.289431495868797","0.5449234927416191","34.56"
Ganesh Benzoplast Ltd,GANESHBE,"Specialty Chemicals","809.377060303","112.43","21.254649692830874","53.3903028051273","0","39.01542561371622","0.747664316496891","-20.089818207818787",,"0.1119723865877712","10.229050085155192","14.14576306307342",,"0.8599999999999994"
Cellecor Gadgets Ltd,CELLECOR,"Home Electronics & Appliances","809.356308","38.6","26.19276077669906","39.7489539748954","0","49.642108657842",,"-32.983644775198094",,"0.8309984434067157","59.11706129674705","31.036144578313213",,"-102.25"
Bhageria Industries Ltd,BHAGERIA,"Specialty Chemicals","807.98470434","185.13","19.994672218262817","77.7236936292055","0","71.74522009578368","0.927005137225993","-9.06994013116974","11.956919242264053","0.09041982685972576","10.098002729189925","3.710401960212338","0.8102414519526818","-3.6999999999999993"
Nahar Poly Films Ltd,NAHARPOLY,"Textiles","806.633632746","328.06","17.021178154589567","79.4869340480521","0","72.21504595475083","1.27938723728105","10.761722665821518","51.725516120930195","0.1575291025159594","6.772654308771468","0.7197708898294286","0.3048222886057428","16.5"
Eldeco Housing and Industries Ltd,ELDEHSG,"Real Estate","805.765185","819.45","37.46002719665274","62.760344348792","0","54.828994203193325",,"-3.0391517566251034",,"0.226509795455772","7.627248625079424","9.466942611030325","1.098297638660077","-111.67"
Subex Ltd,SUBEXLTD,"Software Services","803.073308814","14.49","-25.543044173473273","82.2869955156951","0","0","1.3710619503322","-42.686742104339004",,"0.08443524931786155","-4.155844155844159","-44.83077102940315",,"-11.01"
Khaitan Chemicals and Fertilizers Ltd,KHAICHEM,"Fertilizers & Agro Chemicals","801.0338028","82.59","572.1670020000165","91.7333333333333","0","72.51958877895683","0.620471229255885","11.63805616351426",,"1.4316749058914235","5.2507002248609265","-27.410792416139973",,"-67.26"
Rushil Decor Ltd,RUSHIL,"Building Products - Laminates","797.63757642","27.81","16.58979984234611","82.4742268041237","0","56.368479366028815","1.34536002428484","-20.92415270519536","23.991126091839842","0.5449169092449979","11.625928217821777","9.514770959091566",,"16.450000000000003"
Z-Tech (India) Ltd,ZTECH,"Construction & Engineering","797.26334748","556.35","102.21324967692317","55.5271798613645","0","54.24765851923846",,"36.54238460264339",,"0.05979005020538567","46.45359019264445","49.71319311663475",,"-5.05"
Urja Global Ltd,URJA,"Renewable Energy Equipment & Services","796.5873195319999","15.16","627.2341098677159","66.5168539325843","0","19.430114715204073","1.7747022210449","-22.057847673748817","42.280430532133686","0.026598003822467613","1.1185210197535038","1.1036572170525922",,"-8.64"
Sahasra Electronic Solutions Ltd,SAHASRA,"Electronic Equipments","796.5193568100001","318.7","1244.5614950156155","38.9072847682119","0","69.89823414081908",,"-51.96808637792614",,"0.36013928038467913","9.774188231415867","80.97778880754439",,"-3.8999999999999995"
Satia Industries Ltd,SATIA,"Paper Products","793.8","79.38","6.691957511380878","75.8272574312955","0","52.460389","0.508417790851014","-28.654866694640617","0.19769010813728283","0.34231837732894277","11.500896603353125","25.360704657488196",,"182.17000000000002"
Shree Ganesh Remedies Ltd,SGRL,"Pharmaceuticals","791.8885897","616.85","34.32546986129172","33.1295076826591","0","72.79810432151754","1.53326756968143","-17.17207474535444","61.92993016485069","0.2985502498157097","21.925906463478718",,,"-0.6900000000000013"
KSE Ltd,KSE,"Agro Products","789.856","2468.3","8.65121577217963","82.0695715097948","0","23.235","0.154041435497508","-2.1580736739801094","14.288659653015689","0.0926881337840242","52.29419139155871","8.024789810658714","3.2439533282015964","-23.47"
Pakka Limited,PAKKA,"Paper Products","789.0189474","175.54","18.180160078340982","68.7257689325407","3.7906251877164996","41.64863698354324",,"-46.2213699300597","37.74459498337188","0.7318169165307988","19.395446816070677","18.988864824659302",,"-12.630000000000003"
Mindteck (India) Ltd,MINDTECK,"IT Services & Consulting","786.791489904","246.24","27.433455017573227","72.0897615708275","0","64.36250551160322","1.71653362256119","-19.51067296305166","69.80967249656986","0.010004074057308406","16.121743753322697","13.271777426801084","0.4026920779718378","21.02"
Asian Granito India Ltd,ASIANTILES,"Building Products - Granite","784.48676086","53.35","28.47501854301261","91.8141592920354","0","33.522060641496395","1.48779839879984","-26.64241760465184","-6.881517376547608","0.19391079478425274","2.4061218604716657","-0.9580304458165477",,"-161.5"
STEL Holdings Ltd,STEL,"Asset Management","782.047786875","423.75","49.278373464083174","71.7085119412125","0","69.472038137337","1.08926555244875","-10.931584740531244","56.98117996601253","0","1.3259813574898254","1.1449821824551112",,"11.979999999999999"
Jayant Agro-Organics Ltd,JAYAGROGN,"Specialty Chemicals","778.65","259.55","14.17789512017479","75.5954175459753","0","67.12496666666667","0.942536300059166","-13.210126920335995","29.94589920638795","0.2739160596600763","14.605389797882587","9.46358091137423","0.9632055480639569","-36.43"
Tamilnadu Petroproducts Ltd,TNPETRO,"Commodity Chemicals","777.983335678","86.47","13.33304774083973","77.0411295273173","0","34.54219945312889","1.04465654905099","1.8374561824999267","20.846641957436173","0.020931747841668024","9.00827236139283","5.96126605482748","1.387764542615936","116.45"
Indo Farm Equipment Ltd,INDOFARM,"Agricultural & Farm Machinery","775.8411336","161.46","32.94442180891722","70.9127382146439","0","69.44126730431452",,"-43.91742895183716",,"0.8583864252822809","12.200053594484636","5.133017252732781",,"37.910000000000004"
Everest Industries Ltd,EVERESTIND,"Building Products - Prefab Structures","775.2532194","490.05","-215.34811649998977","68.207171314741","0","50.148351314927794","1.19893589130548","-41.52448427652972","20.730964540965147","0.1602082322023401","2.423918996727826","3.053771832347918","0.5091546092584984","56.91"
Best Agrolife Ltd,BESTAGRO,"Diversified Chemicals","773.182998","327","11.062855887823698","45.6423499031633","0","50.441590814701286","1.86754175505583","-50.20749819621907",,"0.9838953973602051","22.8546026728384","18.099917402522205","0.9174311926605505","-10.119999999999997"
Ksolves India Ltd,KSOLVES,"IT Services & Consulting","772.53696","325.8","22.509818181818183","41.5682062298604","0","58.94397773279352","1.6570852965255","-36.26837865474259",,"0","178.0911901081917","147.78282500540774","2.4554941682013505","31.060000000000002"
S Chand and Company Ltd,SCHAND,"Education Services","772.1079393279999","219.04","12.153438364992901","62.3620689655173","0","47.01873767079327","0.75708107433596","1.458190508618042","38.84464910067405","0.14085939486397153","10.641681091743498","5.536013853563516","1.8213171609450427","103.54"
Automotive Stampings and Assemblies Ltd,ASAL,"Auto Parts","770.69240626","485.8","45.95661337268926","65.7939669891861","0","74.99998896901029","0.812892004812008","-40.32825025023835","103.2665401317038",,"58.45330380214104",,,"18.48"
Ganesh Infraworld Ltd,GANESHIN,"Construction & Engineering","768.5579320300001","179.9","19.18517054493263","49.136786188579","0","59.09122541100423",,"5.756895102854424",,"0.8191999999999999","142.31660231660217",,,"-10.25"
Indef Manufacturing Ltd,BAJAJINDEF,"Heavy Machinery","767.072","239.71","22.455269320843104","73.9810890120639","0","69.611625",,"-13.115339089119976",,,"-84759.99999999996",,,"-0.06"
Yash Highvoltage Ltd,YASHHV,"Electrical Components & Equipments","765.1734732","268","35.739069276039224","94.1994247363375","0","57.89097002376323",,"-11.035966745854855",,"0.16801139060275272","65.63220801006503","32.439714401185505",,"0.9499999999999993"
Kriti Industries (India) Limited,KRITI,"Building Products - Pipes","764.71307328","149.64","-177.84024959999675","91.6546762589928","0","67.7432259069434","1.82964838400144","-17.806250107918196","60.27221976460784","0.8463770027032372","7.955991998545156","15.571879768622006",,"18.310000000000002"
Synergy Green Industries Ltd,SGIL,"Industrial Machinery","764.016165","491.55","45.23482326820606","51.5556847920907","0","69.81181882519462","1.10849792103748","0.9886287582951487",,"1.2060975609756095","50.37147102526001","22.39875993024607","0.1895506792058516","18.45"
Axtel Industries Ltd,AXTEL,"Industrial Machinery","762.425786","471.95","42.30997702552717","44.5612431444241","0","49.94990343427341","0.316840349651624","-6.328760051387885","36.10432765614586","0","21.206376561826808","30.71479799187188",,"27.77"
S J Logistics (India) Ltd,SJLOGISTIC,"Logistics","762.20892255","501.35","14.523798066882625","60.6894150417827","0","47.952684258416745",,"-26.134764468031605",,"0.11701178150660478","61.17490431020136","31.537120948065542",,"-41.03"
GFL Ltd,GFLLIMITED,"Specialty Chemicals","755.768","68.8","-99.83725231175694","89.3189612934836","0","68.7233600364133","0.588638508912482","-34.58943324144163","-1.1916507920607833","0","-0.2995075334566025","-0.29137686152093334",,"0.35"
Investment Trust of India Ltd,THEINVEST,"Investment Banking & Brokerage","753.2805269229999","144.19","17.703420139200947","46.9643556600078","0","72.1206873743509","0.780653461968566","-32.98053451598171","7.604508635045781","0.5486136353722902","8.299799419437624","2.770231947222309",,"-215.78"
Macfos Ltd,ROBU,"Software Services","752.78067074","799.4","42.00784992968751","57.222041082491","0","69.11695571148692",,"-38.47461805367251",,"0.29930479326747167","87.47501665556292",,,"3.05"
Hindustan Composites Ltd,HINDCOMPOS,"Auto Parts","748.862145","507.05","21.396061285714282","85.4763749031758","0","74.97501523461304","0.790323291298848","5.676462209536339","32.554933488503515","0.0001216224433948878","4.347024341007027","3.6078636959370898","0.9860960457548565","3.8200000000000003"
Denta Water and Infra Solutions Ltd,DENTA,"Water Management","748.8015","280.45","14.163069793833932","51.3738959764475","0","71.91011235955057",,"-20.728030823931967",,"0.005233371873668838","43.46853654113523","44.411392875734364",,"26.22"
TVS Electronics Ltd,TVSELECT,"Technology Hardware","748.71701611","401.45","-197.55066388126562","55.5900621118012","0","59.90644770775491","1.50997076398238","11.78881899291785","41.468035110791845","0.4093531733981172","-0.8626699198327086","0.2692058427638531",,"-14.03"
Visaka Industries Ltd,VISAKAIND,"Cement","744.29060264","86.14","-248.0968675466777","87.273212379936","2.395701347934998","48.418912337699915","0.966925487640681","-12.172013632400754","20.193481576693827","0.7143160859975018","4.351656456801014","0.11023115736153348","0.581517324637439","-115.75"
Veefin Solutions Ltd,VEEFIN,"Application Software","743.22266931","326.7","55.58883091323862","62.5663289917993","0","35.245407546787156",,"-43.55974127595308",,"0.04053519119626316","15.744522836984773","8.699735837980628",,"-37.62"
A K Capital Services Ltd,AKCAPIT,"Investment Banking & Brokerage","742.962","1125.7","8.767547793249939","73.7394110528439","0","71.4959090909091","0.11749415372339","-8.079455300498593","42.90194557144078","2.612133042050699","4.420694876214101","8.542871890438871","11.913967336149092","265.3"
Asian Hotels (North) Ltd,ASIANHOTNR,"Hotels, Resorts & Cruise Lines","742.14068635","381.5","3.9633681514018697","65.4911838790932","0","0","0.6208385604792","78.72088907480702","51.85131105628113","14.050867823765026","46.44363156022963","-73.74942054026722",,"72.5"
V-Marc India Ltd,VMARCIND,"Electrical Components & Equipments","742.01619024","325.65","20.560160438902738","57.7223088923557","27.991458556299953","64.86996111822529","1.16819504677099","-14.964161139532479",,"1.3190011265490047","47.881280171643134","28.82611964343247",,"-14.380000000000003"
Le Merite Exports Ltd,LEMERITE,"Textiles","739.6515","315","121.25434426229462","51.4942528735632","0","62.215930135892606",,"32.05025858160679",,"1.000869281755949","18.11007481807935","1.8934653680831302",,"-1.25"
Arihant Capital Markets Ltd,ARIHANTCAP,"Diversified Financials","738.7844288","70.96","12.590055023858216","74.0196078431373","0","69.80905325762058","0.266709460460212","-37.103891755482415",,"0.30782587126379757","20.7124859271967","24.34509316341155","0.7046223224351748","-32.69"
Liberty Shoes Ltd,LIBERTSHOE,"Footwear","737.6616","432.9","54.35973470891698","63.2538569424965","0.44014084507042256","58.31507629107981","0.651317262322157","-15.030547633147929","33.09558696966417","0.7045965466111829","11.121275483533694","5.47588645516157",,"88.17"
Allcargo Terminals Ltd,ATL,"Logistics","735.512025432","29.18","24.130971962992167","76.2931034482759","0","65.81874384958736",,"-28.642919362897878",,"1.6753807410960548","12.786051580094435","18.96643807814736",,"74.32"
